Tweet,Message,Match,Polarity
2413, flenhealth Germany    are proud to be supporting the 10th international wound congress at Regensburg university,"proud,supporting",positive
2414, RT   Uni  Want to get involved on the front lines of  MaterialScience and  Engineering  MSE    Tsinghua University ranks No  1 in t,NONE,neutral
2415, RT     There has been a change in definition in terms of the  ready to work  graduate  The  ready to work  graduate  now  is a,"ready,work",positive
2416, Students accuse Cambridge university of  greenwashing  ties with oil firms    energy  sustainability  climatechange,NONE,neutral
2417, the  teachers of  Canada are under attack in so many provinces  Protect  Kindergarten in  Ontario with a certified,NONE,neutral
2418, RT   germany  Have you ever wanted to  StudyinGermany  We take you by the hand and give the advice you need on how to find the right  uni,right,positive
2419, RT    This report is a damning indictment of a Government that has overseen a steady rise in child poverty  Every day a child spends,"damning,poverty",negative
2420, The US ought to adopt what the Nordic countries do for PhD education  you re employed by the u,NONE,neutral
2421, Creation Scientists    Christopher Oldcorn on  Patreon   blog  essay  religion  christianity  church  Genesis,NONE,neutral
2422, RT   Bio  On National Rural Health Day University of Maryland Extension Reports a HighImpact Year Related to Farm Stress Management Educ,stress,negative
2423, Free Education University  gt  gt  How to get grants for trade or vocational school  community colleges  or a university,free,positive
2424, They deserve Mbbs degree Baqi pakistan k fucking education system ko change krny ki zaroorat he   Ex,fucking,negative
2425, RT   panda  Starting your  onlineschool or simply developing your  schoolwebiste  Then look no further    Get the No 1 Selling Edu,NONE,neutral
2426, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2427, RT    Expand Your Employment Opportunities with the World Leaders in Blockchain Education  University of Nicosia,NONE,neutral
2428, RT     STEM  EducationForAll  Education  Talent  Nine year old Laurent Simons is all set to become the world s youngest  unive,talent,positive
2429, RT    Attracting students going through  University clearing   University websites are their shop window and need to able to attrac,NONE,neutral
2430, Tell that to poor young people who are put off going to university,poor,negative
2431, RT    Analysis   I have never ever ever seen a university statement like this  My god,like,positive
2432, RT    All I want for Christmas is      free fibre optic broadband  free university education  free social care for the elderly  a,free,positive
2433, RT    Call for Papers for  LPP2020 is open  Meet our 3 brilliant plenary speakers  amp  visit our website,brilliant,positive
2434, RT    Call for Papers for  LPP2020 is open  Meet our 3 brilliant plenary speakers  amp  visit our website,brilliant,positive
2435, RT    Not good enough  There should be ZERO mandatory online courses  There are so many problems with forced e learning  Some st,"good,enough",positive
2436, Ade Also funny some states estaished university of Education while deir college of education and existi,funny,negative
2437, RT    Analysis   I have never ever ever seen a university statement like this  My god,like,positive
2438, In South East Asia it s normal for parents to pay for their kids Education and they consider it as a,NONE,neutral
2439, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2440, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2441, RT   Muniz14  Very blessed and excited to receive my third offer to continue my football career and education at Lindenwood University,excited,positive
2442, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2443, RT   official  Meeting in VIENNA  with Prof  Margaritov  Prof  K nig  Prof  Kernspecht  former Rector Prof  Koslodjov  and the new Rect,NONE,neutral
2444, RT    Providing a high level university experience with its global education methods and innovative education approach  BAU Intern,innovative,positive
2445, RT   official  Meeting in VIENNA  with Prof  Margaritov  Prof  K nig  Prof  Kernspecht  former Rector Prof  Koslodjov  and the new Rect,NONE,neutral
2446, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2447, Well deserved  You have been such a strong force for geographic education in Canada  Can t wait to see what is next,"well,strong",positive
2448, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2449, RT   jjuuko  Come support this cause  11th Dec 2019 at the National Theater  Tickets go for UgX 20k  50k and 100k  all proceeds go t,support,positive
2450, RT      Moreover for his small increase in income Tax   he gets free University Education  saving him  50 000   fr,free,positive
